"hex_id","mean_richness_difference","mean_replacement","replacement_ratio","pland_wet_dense_2500m","pland_sclerophyll_2500m","pland_mallee_arid_2500m","PLAND_habitat_2500m","area_mn_woodland_2500m","cohesion_woodland_2500m","pland_native_prod_2500m","pland_plantation_2500m","pland_agriculture_2500m","S_obs","sampling_units","chao2_estimate","chao2_se","chao2_completeness","sample_coverage","Q1","Q2","chao_status","n_checklists","n_miner_checklists","miner_detection_rate","x","y","log_effort","ibra_sub"
"hex_0515509",0.255510429950804,0.477824724406095,0.651577551638207,-0.554853965559743,2.43259287654618,-0.207403708136466,1.80415658697888,3.46091198571753,0.637532967243473,-0.730971457481189,-0.274612784004078,-1.24031946632745,28,7,30.571,2.843,0.915900690196591,0.9451,6,6,"ok",7,0,0,415374.677350706,-4135645.14783493,1.94591014905531,"Highlands-Northern Fall"
"hex_0515520",0.249010135265033,0.435638082446683,0.636294773252615,-0.554853965559743,0.590784304083267,-0.207403708136466,0.0692984965630872,-0.464032444090016,0.426947843627724,-0.730971457481189,-0.274612784004078,1.38481431286477,32,10,38.429,5.372,0.832704467979911,0.9117,10,7,"ok",10,0,0,409687.903585321,-4088195.08874386,2.30258509299405,"Central Victorian Uplands"
"hex_0515535",0.268634892831389,0.476230700235638,0.639351185862581,-0.554853965559743,-0.459338191946247,-0.207403708136466,-0.919845291451893,-0.502958264193696,-0.788757597202982,-0.730971457481189,-0.274612784004078,1.72039919385184,27,6,27.341,0.712,0.987527888519074,0.9853,3,11,"ok",6,2,0.333333333333333,401918.442961281,-4023599.70107388,1.79175946922805,"Victorian Riverina"
"hex_0516039",0.333285972835208,0.336266875954003,0.502226040202939,-0.554853965559743,-0.340101649429944,-0.207403708136466,-0.807532598618131,-0.500728110260336,-0.375552197267067,-0.730971457481189,-0.274612784004078,1.74320255197815,51,26,55.396,4.101,0.92064408982598,0.9752,8,7,"ok",26,0,0,411183.453281099,-4090200.31734628,3.25809653802148,"Central Victorian Uplands"
"hex_0516561",0.287740246749395,0.463793210274616,0.617129158974752,-0.554853965559743,1.4304363530463,-0.207403708136466,0.860193474497636,-0.30168143440709,0.503610496956162,-0.730971457481189,-0.274612784004078,0.128414026622269,24,8,33,6.897,0.727272727272727,0.7901,12,7,"ok",8,0,0,411127.432532112,-4079275.18733934,2.07944154167984,"Central Victorian Uplands"
"hex_0518124",0.246613842224812,0.452347437610257,0.647170953041913,-0.554853965559743,0.229321568469241,-0.207403708136466,-0.271174753827566,-0.487859227638122,0.246806023331636,-0.730971457481189,-0.274612784004078,1.42804584790474,36,11,45.602,7.035,0.789439059690365,0.8957,13,8,"ok",11,1,0.0909090909090909,412513.049746056,-4059439.16885845,2.39789527279837,"Central Victorian Uplands"
"hex_0519151",0.243074459626076,0.477496594808623,0.662664135438007,-0.554853965559743,0.0920981610545419,-0.207403708136466,-0.400429846950229,-0.486600053144067,0.218798082742617,-0.730971457481189,-0.274612784004078,1.57559248627922,36,9,45.679,6.845,0.788108321110357,0.8703,14,9,"ok",9,0,0,421184.844132408,-4110861.38195792,2.19722457733622,"Central Victorian Uplands"
"hex_0519671",0.462617275418408,0.2140818796934,0.316361972785422,-0.554853965559743,-0.187991456174545,-0.207403708136466,-0.664255168298129,-0.487907189531677,0.266024073339143,-0.730971457481189,-0.274612784004078,1.50355934036768,69,63,72.543,3.798,0.951160001654191,0.9959,6,5,"ok",63,15,0.238095238095238,422163.088026522,-4108554.87491669,4.14313472639153,"Central Victorian Uplands"
"hex_0520713",0.329579736904775,0.464740016055386,0.58507926351253,-0.554853965559743,-0.922182580545039,-0.207403708136466,-1.35581314618416,-0.511190201591897,-3.87338857404835,-0.730971457481189,-0.274612784004078,1.76367994035647,20,6,23.333,3.206,0.857155102215746,0.8606,8,8,"ok",6,0,0,423088.968959456,-4095318.29234586,1.79175946922805,"Central Victorian Uplands"
"hex_0520718",0.299142602217309,0.376547042739489,0.557278101788232,-0.554853965559743,1.30973791616989,-0.207403708136466,0.746503776856814,-0.384765626849204,0.538075138393521,-0.730971457481189,0.812015670778218,0.160429773870179,48,8,57,6.897,0.842105263157895,0.9459,12,7,"ok",8,1,0.125,420509.815903815,-4073767.79006355,2.07944154167984,"Central Victorian Uplands"
"hex_0520727",0.482189339364236,0.330981335759192,0.407025666178818,-0.554853965559743,-0.230592048287877,-0.207403708136466,-0.704382021321453,-0.49825668099089,-0.684641175521134,-0.730971457481189,-0.274612784004078,-0.769573123586646,14,6,15.736,2.156,0.889679715302491,0.8749,5,6,"ok",6,2,0.333333333333333,415862.264519147,-4035011.64498026,1.79175946922805,"Victorian Riverina"
"hex_0521240",0.256140442584706,0.453235705078309,0.638921546166246,-0.554853965559743,-0.0442105636725112,-0.207403708136466,-0.528823371349329,-0.498151127788858,0.0462728461194176,-0.730971457481189,-0.274612784004078,1.36189109896237,40,6,41.5,1.796,0.963855421686747,0.971,6,10,"ok",6,0,0,420457.35804668,-4062848.20742943,1.79175946922805,"Central Victorian Uplands"
"hex_0521247",0.337344865473078,0.385606693052264,0.533378327365135,-0.554853965559743,0.0862121409046725,-0.207403708136466,-0.405974076589522,-0.486958718616277,0.26497179756718,-0.730971457481189,-0.274612784004078,-0.164224056128494,54,32,64.549,7.396,0.836573765666393,0.9561,14,9,"ok",32,23,0.71875,416842.868756182,-4032710.30800092,3.46573590279973,"Victorian Riverina"
"hex_0521748",0.24526926717641,0.477558268397114,0.660680791605701,-0.554853965559743,-0.868632280202447,-0.207403708136466,-1.30537241462143,-0.510059236456308,-2.69227096562317,-0.730971457481189,-0.274612784004078,1.71661260382373,31,9,34.6,3.264,0.895953757225433,0.9217,9,10,"ok",9,0,0,427622.795108334,-4112269.64537639,2.19722457733622,"Central Victorian Uplands"
"hex_0521765",0.239774039128107,0.49878548859385,0.675349067843352,-0.554853965559743,-0.978843199683668,-0.207403708136466,-1.40918358597377,-0.509973086416414,-3.04923920996516,-0.730971457481189,-0.274612784004078,-0.326241832786424,35,17,43.134,6.454,0.811424862057773,0.9185,11,7,"ok",17,7,0.411764705882353,418856.478100828,-4039016.75149227,2.83321334405622,"Victorian Riverina"
"hex_0522805",0.242927764040313,0.479289507048218,0.663636174645657,-0.554853965559743,-0.948063185896805,-0.207403708136466,-1.38019091174062,-0.509973086416414,-3.35451397698693,-0.730971457481189,-0.274612784004078,-0.979096535273969,36,28,49.58,10.053,0.72609923356192,0.9102,13,6,"ok",28,4,0.142857142857143,420817.932485559,-4034413.91180209,3.3322045101752,"Victorian Riverina"
"hex_0523325",0.243001579504267,0.537859555258352,0.688803080744774,-0.554853965559743,-0.329445037778216,-0.207403708136466,-0.797494797069788,-0.504331854174495,-1.2644919810914,-0.730971457481189,-0.274612784004078,-0.787759513121367,30,26,37.692,7.216,0.795924864692773,0.9563,8,4,"ok",26,2,0.0769230769230769,421798.872186486,-4032112.77146883,3.25809653802148,"Victorian Riverina"
"hex_0523846",0.344928351542502,0.456879299220015,0.569811598561729,-0.554853965559743,-0.702786425978635,-0.207403708136466,-1.14915692824363,-0.508148821536563,-1.86978324153815,-0.730971457481189,-0.274612784004078,1.71063695241555,20,11,27.424,7.569,0.72928821470245,0.8943,7,3,"ok",11,1,0.0909090909090909,422264.018491445,-4025508.84865097,2.39789527279837,"Victorian Riverina"
"hex_0525928",0.315795568843163,0.425511886425416,0.574001898134494,-0.554853965559743,2.08165455679417,-0.207403708136466,1.47359661871651,0.671105671617693,0.623581550292916,-0.730971457481189,-0.274612784004078,-0.6259043017313,52,17,59.23,5.298,0.87793347965558,0.9232,13,11,"ok",17,3,0.176470588235294,425158.98994179,-4007705.73458847,2.83321334405622,"Inland Slopes"
"hex_0526422",0.286040135210815,0.471318722316112,0.622318888373673,-0.554853965559743,2.37589656246917,-0.207403708136466,1.75075252499119,3.38670808468921,0.636240747500184,-0.730971457481189,-0.274612784004078,-0.895385255819866,24,8,31.292,6.117,0.766969193404065,0.8419,10,6,"ok",8,0,0,439517.471394735,-4117396.38712765,2.07944154167984,"Highlands-Northern Fall"
"hex_0526444",0.292051390191416,0.427302249325394,0.59400860140558,-0.554853965559743,2.31229099516413,-0.207403708136466,1.69084041757437,1.40370646641922,0.632256759634355,-0.730971457481189,-0.274612784004078,-0.953615169719714,47,12,56.026,5.971,0.838896226751865,0.8848,16,13,"ok",12,0,0,428202.748184811,-4022611.94687665,2.484906649788,"Inland Slopes"
"hex_0526962",0.545708876255255,0.151094313597355,0.216839296658953,-0.554853965559743,1.37110568788103,-0.207403708136466,0.804308033409647,-0.367577650301819,0.536780854970115,-0.730971457481189,-0.274612784004078,0.359219025770114,82,37,89.005,5.317,0.921296556373237,0.9832,12,10,"ok",37,1,0.027027027027027,430214.678918677,-4028917.13382396,3.61091791264422,"Inland Slopes"
"hex_0526965",0.451742217692591,0.254983607044422,0.360795655287263,-0.554853965559743,2.1119385742347,-0.207403708136466,1.50212209821123,-0.0659701391449812,0.6135300164103,-0.730971457481189,-0.274612784004078,-0.513846519638477,68,24,77.392,6.589,0.878643787471573,0.9609,14,10,"ok",24,0,0,428669.370270946,-4016009.95497283,3.17805383034795,"Inland Slopes"
"hex_0527461",0.244478075380895,0.447755913326279,0.646827403205836,-0.554853965559743,2.41490142340176,-0.207403708136466,1.78749244441939,3.43552644062889,0.637133343844389,-0.730971457481189,-0.274612784004078,-1.14045291453838,34,6,38.63,3.948,0.880144965053067,0.9145,10,9,"ok",6,0,0,441989.208617068,-4117098.10161027,1.79175946922805,"Highlands-Northern Fall"
"hex_0527482",0.363649812831187,0.347043331262221,0.48831670059928,-0.554853965559743,1.07005525192527,-0.207403708136466,0.520739050047469,-0.430281328823839,0.492810060992158,-0.730971457481189,-0.274612784004078,0.854506812957674,56,19,60.547,3.58,0.924901316332766,0.9445,12,15,"ok",19,0,0,431196.401211665,-4026616.65482431,2.94443897916644,"Inland Slopes"
"hex_0527483",0.353635803115327,0.355520939067147,0.501329139130806,-0.554853965559743,1.15595221902404,-0.207403708136466,0.601648136117262,-0.365183586035302,0.451307540163408,-0.730971457481189,-0.274612784004078,0.42053761511456,55,10,62.2,4.837,0.884244372990354,0.9177,16,16,"ok",10,0,0,430681.489915491,-4022314.00908426,2.30258509299405,"Inland Slopes"
"hex_0528001",0.25560147696562,0.495126033460688,0.659528293001446,-0.554853965559743,0.43741055105253,-0.207403708136466,-0.0751691209086874,-0.475843631352803,0.0961687621396317,-0.730971457481189,-0.274612784004078,1.29068090694226,42,17,51.626,6.539,0.813543563320807,0.8598,15,11,"ok",17,1,0.0588235294117647,432692.98083168,-4028619.25978964,2.83321334405622,"Inland Slopes"
"hex_0530585",0.244732091899832,0.463028455680448,0.654216256138418,-0.554853965559743,2.42369022203069,-0.207403708136466,1.79577089345823,3.41990456672821,0.637331579544911,-0.730971457481189,-0.274612784004078,-1.24031946632745,32,8,41.333,6.194,0.774199791933806,0.7514,16,12,"ok",8,0,0,445818.470382548,-4086016.78146516,2.07944154167984,"Highlands-Northern Fall"
"hex_0532667",0.253470694835391,0.435121504261974,0.631900136005533,-0.554853965559743,0.194465531350458,-0.207403708136466,-0.304006764113245,-0.481745228159735,-0.0316118428395035,-0.730971457481189,-0.274612784004078,1.14015717281582,38,12,47.429,7.195,0.801197579539944,0.8936,12,7,"ok",12,0,0,448717.998147366,-4068184.65706133,2.484906649788,"Victorian Riverina"
"hex_0532673",0.309619157286503,0.366643185520868,0.542161173722642,-0.554853965559743,-0.674433549361962,-0.207403708136466,-1.12245045172896,-0.504527962100065,-0.717028600100177,-0.730971457481189,-0.274612784004078,1.71811830830411,48,26,65.308,13.858,0.734978869357506,0.9612,12,4,"ok",26,0,0,445641.756140017,-4042345.10572795,3.25809653802148,"Victorian Riverina"
"hex_0533192",0.246948795665754,0.462403153225921,0.651867037157509,-0.554853965559743,-0.515645291928812,-0.207403708136466,-0.972882740301409,-0.501443690642802,-0.303248316583049,-0.730971457481189,-0.274612784004078,1.75062748071278,31,7,37.122,5.145,0.835084316577771,0.8947,10,7,"ok",7,0,0,447136.862135807,-4044349.15390631,1.94591014905531,"Victorian Riverina"
"hex_0535242",0.296324799376026,0.47012988108903,0.613382490930543,-0.554853965559743,1.36253809559706,-0.207403708136466,0.796237945664669,0.174460263857985,0.599714282595961,-0.730971457481189,-0.274612784004078,0.932216217418678,23,6,29.302,5.07,0.784929356357928,0.787,11,8,"ok",6,0,0,466390.972483889,-4164523.12358737,1.79175946922805,"Highlands-Southern Fall"
"hex_0535274",0.261636785638398,0.423520651699135,0.618136253975294,-0.554853965559743,-0.319798626287359,-0.207403708136466,-0.78840853519187,-0.503013341313218,-0.700556312745755,-0.730971457481189,-0.274612784004078,1.493326863636,41,13,46.908,5.508,0.87405133452716,0.9576,8,5,"ok",13,2,0.153846153846154,450041.972018142,-4026539.07985929,2.56494935746154,"Victorian Riverina"
"hex_0535764",0.294637307890786,0.48316025418301,0.621190239906111,-0.554853965559743,2.28473561492478,-0.207403708136466,1.66488512826935,1.37539181997425,0.632222416366011,-0.730971457481189,-0.274612784004078,-1.24031946632745,23,8,28.882,4.723,0.796343743508067,0.7771,11,9,"ok",8,0,0,466352.33246612,-4153573.0524049,2.07944154167984,"Highlands-Southern Fall"
"hex_0537865",0.327078002609765,0.359280728325626,0.523459106925015,-0.554853965559743,0.551910397686222,-0.207403708136466,0.0326819273781601,-0.467549935104828,0.383787428008943,-0.730971457481189,-0.274612784004078,1.17879659732614,52,7,59,5.008,0.88135593220339,0.9244,14,12,"ok",7,5,0.714285714285714,459563.039509723,-4053779.28107214,1.94591014905531,"Central Victorian Uplands"
"hex_0537869",0.243418028245445,0.473142386971523,0.660296573636795,-0.554853965559743,-0.0531313288433873,-0.207403708136466,-0.537226123872463,-0.495039471304373,-0.267101837989434,-0.730971457481189,-0.274612784004078,1.61842300546986,32,10,33.8,2.078,0.946745562130178,0.9605,6,9,"ok",10,0,0,457517.6242801,-4036557.50179494,2.30258509299405,"Central Victorian Uplands"
"hex_0538904",0.241119549079704,0.477658867076705,0.66454258550352,-0.554853965559743,1.08384071744852,-0.207403708136466,0.533724018599974,-0.377078673025049,0.538397987183605,-0.730971457481189,2.03422625197715,0.396951688851064,34,7,41.408,5.933,0.821097372488408,0.9055,11,7,"ok",7,0,0,462039.692611386,-4053483.19029422,1.94591014905531,"Central Victorian Uplands"
"hex_0538912",0.259376704900545,0.434946185295032,0.626432156330776,-0.554853965559743,1.76522416843254,-0.207403708136466,1.17554076887947,2.69934563305853,0.61998434253098,-0.730971457481189,-0.274612784004078,-0.303287577210023,40,14,49.905,6.527,0.801522893497645,0.8388,16,12,"ok",14,0,0,457949.710752174,-4019048.27187773,2.63905732961526,"Inland Slopes"
"hex_0538940",0.289450591198146,0.495974544120558,0.631472716899116,-0.554853965559743,-1.07911878178684,-0.0499268900673405,-1.44361591066168,-0.494351212515715,-1.14826776930718,-0.492653398351551,-0.274612784004078,1.5565507761983,24,7,32.571,7.256,0.736851800681588,0.8522,10,5,"ok",7,5,0.714285714285714,443588.626547517,-3898780.69428645,1.94591014905531,"Lower Slopes"
"hex_0539959",0.248645618797009,0.471795626276715,0.65487037215427,-0.554853965559743,0.253891761395997,-0.207403708136466,-0.248031307424199,-0.484353213219268,0.183703380344198,-0.640115020017156,-0.274612784004078,1.48814422752708,31,19,33.132,2.393,0.935651334057709,0.9613,6,8,"ok",19,1,0.0526315789473684,456334.969381538,-3984351.11671938,2.94443897916644,"Victorian Riverina"
"hex_0540475",0.31744169032659,0.389421600237653,0.550915014877634,-0.554853965559743,0.290653963835255,-0.207403708136466,-0.21340381937968,-0.485918951035224,0.335508110674507,-0.730971457481189,-0.274612784004078,1.21534647155442,51,33,70.006,13.945,0.728508984944148,0.9581,14,5,"ok",33,3,0.0909090909090909,459367.026415022,-3999249.83005317,3.49650756146648,"Inland Slopes"
"hex_0541499",0.277822408192344,0.468483509769414,0.627736560161405,-0.554853965559743,1.120536361977,-0.207403708136466,0.568288813630827,-0.355288638596102,0.52793247270263,-0.730971457481189,2.95725139908533,-0.699079693836878,25,10,29.114,3.872,0.858693412104142,0.9107,8,7,"ok",10,0,0,469506.305218185,-4063511.70616965,2.30258509299405,"Central Victorian Uplands"
"hex_0541514",0.311536660928385,0.41550981642289,0.571503788776539,-0.554853965559743,1.30415481514973,-0.207403708136466,0.741244876382982,-0.346675685798173,0.564624612960278,-0.730971457481189,-0.274612784004078,0.250689457617815,51,14,58.133,5.236,0.87729860836358,0.9343,13,11,"ok",14,4,0.285714285714286,461847.532926918,-3998954.29648265,2.63905732961526,"Inland Slopes"
"hex_0542510",0.246647443819509,0.45599539354516,0.648971809426558,-0.554853965559743,2.16886049897984,-0.207403708136466,1.55573867006489,3.16214364736662,0.631248323618386,-0.730971457481189,-0.274612784004078,-1.01690638970144,37,8,51.049,9.078,0.724793825540167,0.8154,17,9,"ok",8,0,0,486200.473071649,-4184064.2027327,2.07944154167984,"Highlands-Southern Fall"
"hex_0542554",0.238943894260078,0.507954190415741,0.680085008701304,-0.554853965559743,0.322615681165124,-0.207403708136466,-0.183298060984193,-0.475707249913988,0.288820385943183,-0.730971457481189,-0.274612784004078,0.915613122387032,34,13,40.593,5.495,0.837582834478851,0.9186,10,7,"ok",13,9,0.692307692307692,463816.970370638,-3994359.31072329,2.56494935746154,"Inland Slopes"
"hex_0543585",0.239918846469165,0.496345974446864,0.674140554249667,-0.554853965559743,0.343518279260762,-0.207403708136466,-0.163609238834541,-0.468585969103105,0.475013658010799,-0.730971457481189,-0.156544498861987,1.30914511972673,33,7,45.623,7.907,0.72331937838371,0.7231,18,11,"ok",7,0,0,470381.488095076,-4028475.52984957,1.94591014905531,"Inland Slopes"
"hex_0543591",0.481950846218365,0.223818652336092,0.317127125491415,-0.554853965559743,1.7712176210717,-0.207403708136466,1.18118619259832,-0.11185939372829,0.603325651199508,-0.730971457481189,-0.274612784004078,-0.0831642802488385,73,47,88.729,10.819,0.82272988538133,0.9736,15,7,"ok",47,6,0.127659574468085,467319.360275034,-4002663.87154053,3.85014760171006,"Inland Slopes"
"hex_0543593",0.337268481861693,0.374798238135106,0.526352696467532,-0.554853965559743,0.319503620404975,-0.207403708136466,-0.186229410022487,-0.471740605554178,0.367040564136775,-0.730971457481189,-0.274612784004078,1.05121425409384,54,13,57.49,2.947,0.939293790224387,0.9546,11,16,"ok",13,11,0.846153846153846,466297.835521679,-3994064.12847563,2.56494935746154,"Inland Slopes"
"hex_0544101",0.262581477271089,0.518118908332526,0.663659091101808,-0.554853965559743,1.0989546821014,-0.207403708136466,0.547960342748056,-0.444891243897966,0.45216136221511,-0.730971457481189,-0.274612784004078,-0.00516459819111403,26,8,34.215,6.04,0.759900628379366,0.7641,13,9,"ok",8,0,0,473404.710100756,-4043393.55024892,2.07944154167984,"Inland Slopes"
"hex_0544111",0.439831877353105,0.284355698408301,0.392654759520462,-0.554853965559743,2.16886049897984,-0.207403708136466,1.55573867006489,1.32364436267809,0.629810871515887,-0.730971457481189,-0.274612784004078,-0.684880179344492,68,44,78.994,7.437,0.860824872775148,0.9611,15,10,"ok",44,6,0.136363636363636,468304.243959373,-4000366.21111422,3.78418963391826,"Inland Slopes"
"hex_0544112",0.38427010698249,0.325188905740486,0.45836179385808,-0.554853965559743,1.12519711401828,-0.207403708136466,0.572678924257487,-0.395180209449673,0.568735525793304,-0.730971457481189,-0.274612784004078,0.497479596672144,60,9,74.341,8.09,0.807091645256319,0.8721,22,15,"ok",9,6,0.666666666666667,467793.627020554,-3996066.34372256,2.19722457733622,"Inland Slopes"
"hex_0545150",0.450503658819055,0.264718963709378,0.370121071916814,-0.554853965559743,0.864358738802706,-0.207403708136466,0.326986960228603,-0.449036291531703,0.432970341869635,-0.730971457481189,-0.274612784004078,0.610581295288872,69,23,77.609,6.525,0.889072143694675,0.9711,12,8,"ok",23,5,0.217391304347826,470784.724935615,-4000071.27441084,3.13549421592915,"Inland Slopes"
"hex_0546180",0.257718009631561,0.463441883268292,0.64263402309403,-0.554853965559743,1.2360761096635,-0.207403708136466,0.677119377803137,-0.185819202976911,0.578416068610664,-0.730971457481189,3.81566109256445,-0.54247176031187,28,7,38.371,8.426,0.729717755596675,0.8691,11,5,"ok",7,0,0,477850.777424347,-4038498.60782643,1.94591014905531,"Inland Slopes"
"hex_0546693",0.239211029282604,0.485443438066542,0.669896426420083,-0.554853965559743,1.88596988929472,-0.207403708136466,1.28927500481079,1.15766195248319,0.62231335872899,-0.730971457481189,-0.274612784004078,-1.24031946632745,34,22,40.109,5.677,0.847690044628388,0.9519,8,5,"ok",22,0,0,482394.878755127,-4066344.19928352,3.09104245335832,"Victorian Alps"
"hex_0547213",0.246308017184569,0.506600634403003,0.67285803308913,-0.554853965559743,1.69605457740765,-0.207403708136466,1.1103877305049,2.60170892117906,0.617751467332579,-0.730971457481189,-0.274612784004078,-1.24031946632745,29,29,38.655,8.099,0.750226361402147,0.8808,10,5,"ok",29,0,0,483378.826470287,-4064042.75468834,3.36729582998647,"Victorian Alps"
"hex_0549858",0.306552366674663,0.46469413821294,0.602523493160804,-0.554853965559743,-0.824069156055951,-0.203027198284772,-1.26172893500429,-0.472979621137676,-0.219650364700162,-0.00102196743056329,-0.274612784004078,1.18254180779988,22,6,23.157,1.542,0.95003670596364,0.9471,5,9,"ok",6,0,0,465353.43742777,-3859248.51277564,1.79175946922805,"Lower Slopes"
"hex_0550351",0.280766823427559,0.442338768617842,0.611720851676209,-0.554853965559743,-0.943402961564672,-0.207403708136466,-1.37580129818,-0.501402752818114,-1.23852856657646,-0.272280381920174,-0.274612784004078,1.0926488090331,46,8,64.667,12.8,0.711336539502374,0.8975,16,6,"ok",8,5,0.625,480132.798140442,-3972807.76406483,2.07944154167984,"Inland Slopes"
"hex_0550870",0.244792836986517,0.475580221698383,0.660186018847781,-0.554853965559743,-0.377863320452572,-0.207403708136466,-0.843101517918807,-0.466904447954071,0.0202149322977363,0.177574348976745,-0.274612784004078,0.800565789212335,37,6,43.944,5.854,0.841980702712543,0.9407,10,6,"ok",6,6,1,481628.647803585,-3974809.39154004,1.79175946922805,"Inland Slopes"
"hex_0550871",0.256607325990973,0.436230887721317,0.629628792245671,-0.554853965559743,-0.96072786197681,-0.207403708136466,-1.3921201730593,-0.506217828267208,-2.01667988258233,-0.126987321952398,-0.274612784004078,1.06915174268998,40,7,50.347,7.654,0.794486265318688,0.9184,13,7,"ok",7,1,0.142857142857143,481119.325453791,-3970512.33322399,1.94591014905531,"Inland Slopes"
"hex_0550896",0.348045573945709,0.447661127621876,0.562595648295985,-0.554853965559743,-0.980178892786478,-0.194293543669223,-1.40544493287186,-0.497443041725229,-1.14690842976932,-0.348634945154174,-0.274612784004078,1.41983221805588,19,8,24.6,5.249,0.772357723577236,0.8214,8,5,"ok",8,0,0,468354.555121976,-3863239.74328598,2.07944154167984,"Lower Slopes"
